Retrieved by E4-Web: 2014/06/12,18:10:46                             1 0  0    0
 9.123100+4 2.290510+2         -1          0          0          29131 1451    1
 0.000000+0 1.000000+0          0          0          0          69131 1451    2
 1.000000+0 2.000000+7          1          0         11          79131 1451    3
 0.000000+0 0.000000+0          0          0         10          39131 1451    4
 91-Pa-231            EVAL-JUL89 T.R. ENGLAND ET AL               9131 1451    5
 ENDF-349             DIST-DEC06 REV1-OCT92            20111222   9131 1451    6
----ENDF/B-VII.1      MATERIAL 9131         REVISION 1            9131 1451    7
-----NEUTRON-INDUCED FISSION PRODUCT YIELDS                       9131 1451    8
------ENDF-6 FORMAT                                               9131 1451    9
                                                                  9131 1451   10
 REFERENCE: T.R. ENGLAND, B.F. RIDER, EVALUATION AND              9131 1451   11
  COMPILATION OF FISSION-PRODUCT YIELDS, 1992, ENDF-349           9131 1451   12
----FORMATTED BY D.C. GEORGE                                      9131 1451   13
                                                                  9131 1451   14
                                1        451         17          29131 1451   15
                                8        454        822          29131 1451   16
                                8        459        822          29131 1451   17
 0.000000+0 0.000000+0          0          0          0          09131 1  099999
 0.000000+0 0.000000+0          0          0          0          09131 0  0    0
 9.123100+4 2.290510+2          1          0          0          09131 8454    1
 5.000000+5 0.000000+0          0          0       4916       12299131 8454    2
 2.306600+4 0.000000+0 3.30602-16 2.11585-16 2.306700+4 0.000000+09131 8454    3
 2.12419-17 1.35948-17 2.406600+4 0.000000+0 8.55967-12 5.47819-129131 8454    4
 2.406700+4 0.000000+0 5.49979-13 3.51986-13 2.406800+4 0.000000+09131 8454    5
 2.41000-14 1.54240-14 2.406900+4 0.000000+0 7.14501-16 4.57281-169131 8454    6
 2.407000+4 0.000000+0 0.000000+0 0.000000+0 2.506600+4 0.000000+09131 8454    7
 6.390000-9 4.089600-9 2.506700+4 0.000000+0 1.340000-9 8.57600-109131 8454    8
 2.506800+4 0.000000+0 1.94000-10 1.24160-10 2.506900+4 0.000000+09131 8454    9
 1.84993-11 1.18395-11 2.507000+4 0.000000+0 9.40000-13 6.01600-139131 8454   10
 2.507100+4 0.000000+0 3.40000-14 2.17600-14 2.507200+4 0.000000+09131 8454   11
 1.22045-15 7.81085-16 2.606600+4 0.000000+0 2.410000-7 1.542400-79131 8454   12
 2.606700+4 0.000000+0 1.530000-7 9.792000-8 2.606800+4 0.000000+09131 8454   13
 6.960000-8 4.454400-8 2.606900+4 0.000000+0 2.130000-8 1.363200-89131 8454   14
 2.607000+4 0.000000+0 3.660000-9 2.342400-9 2.607100+4 0.000000+09131 8454   15
 4.41000-10 2.82240-10 2.607200+4 0.000000+0 3.15988-11 2.02232-119131 8454   16
 2.607300+4 0.000000+0 1.60000-12 1.02400-12 2.607400+4 0.000000+09131 8454   17
 4.76000-14 3.04640-14 2.607500+4 0.000000+0 2.13964-15 1.36937-159131 8454   18
 2.607600+4 0.000000+0 0.000000+0 0.000000+0 2.706600+4 0.000000+09131 8454   19
 6.130000-7 3.923200-7 2.706700+4 0.000000+0 1.040000-6 6.656000-79131 8454   20
 2.706800+4 0.000000+0 1.330000-6 8.512000-7 2.706900+4 0.000000+09131 8454   21
 1.200000-6 7.680000-7 2.707000+4 0.000000+0 6.540000-7 4.185600-79131 8454   22
 2.707100+4 0.000000+0 2.490000-7 1.593600-7 2.707200+4 0.000000+09131 8454   23
 5.800000-8 3.712000-8 2.707300+4 0.000000+0 9.670000-9 6.188800-99131 8454   24
 2.707400+4 0.000000+0 9.63000-10 6.16320-10 2.707500+4 0.000000+09131 8454   25
 5.53979-11 3.54546-11 2.707600+4 0.000000+0 1.76000-12 1.12640-129131 8454   26
 2.707700+4 0.000000+0 4.67322-14 2.99086-14 2.806600+4 0.000000+09131 8454   27
 1.240000-7 7.936000-8 2.806700+4 0.000000+0 5.560000-7 3.558400-79131 8454   28
 2.806800+4 0.000000+0 1.850000-6 1.184000-6 2.806900+4 0.000000+09131 8454   29
 4.380000-6 2.803200-6 2.807000+4 0.000000+0 6.660000-6 4.262400-69131 8454   30
 2.807100+4 0.000000+0 7.270000-6 4.652800-6 2.807200+4 0.000000+09131 8454   31
 5.070000-6 3.244800-6 2.807300+4 0.000000+0 2.630000-6 1.683200-69131 8454   32
 2.807400+4 0.000000+0 8.390000-7 5.369600-7 2.807500+4 0.000000+09131 8454   33
 1.630000-7 1.043200-7 2.807600+4 0.000000+0 1.820000-8 1.164800-89131 8454   34
 2.807700+4 0.000000+0 1.209950-9 7.74370-10 2.807800+4 0.000000+09131 8454   35
 4.80000-11 3.07200-11 2.807900+4 0.000000+0 9.57818-13 6.13003-139131 8454   36
 2.808000+4 0.000000+0 1.96000-14 1.25440-14 2.808200+4 0.000000+09131 8454   37
 0.000000+0 0.000000+0 2.906600+4 0.000000+0 1.550000-9 9.92000-109131 8454   38
 2.906700+4 0.000000+0 2.080000-8 1.331200-8 2.906800+4 0.000000+09131 8454   39
 5.320000-8 3.404800-8 2.906800+4 1.000000+0 1.440000-7 9.216000-89131 8454   40
 2.906900+4 0.000000+0 1.270000-6 8.128000-7 2.907000+4 0.000000+09131 8454   41
 1.140000-6 7.296000-7 2.907000+4 1.000000+0 4.050000-6 2.592000-69131 8454   42
 2.907100+4 0.000000+0 1.473000-5 9.427200-6 2.907200+4 0.000000+09131 8454   43
 2.726000-5 1.744640-5 2.907300+4 0.000000+0 3.926000-5 2.512640-59131 8454   44
 2.907400+4 0.000000+0 3.649000-5 2.335360-5 2.907500+4 0.000000+09131 8454   45
 2.219000-5 1.420160-5 2.907600+4 0.000000+0 8.330000-6 5.331200-69131 8454   46
 2.907700+4 0.000000+0 1.840000-6 1.177600-6 2.907800+4 0.000000+09131 8454   47
 2.650000-7 1.696000-7 2.907900+4 0.000000+0 2.479900-8 1.587140-89131 8454   48
 2.908000+4 0.000000+0 1.330000-9 8.51200-10 2.908100+4 0.000000+09131 8454   49
 3.28000-11 2.09920-11 2.908200+4 0.000000+0 5.75000-13 3.68000-139131 8454   50
 3.006600+4 0.000000+0 9.30000-13 5.95200-13 3.006700+4 0.000000+09131 8454   51
 4.05000-11 2.59200-11 3.006800+4 0.000000+0 1.210000-9 7.74400-109131 8454   52
 3.006900+4 0.000000+0 4.070000-9 2.604800-9 3.006900+4 1.000000+09131 8454   53
 1.990000-8 1.273600-8 3.007000+4 0.000000+0 2.960000-7 1.894400-79131 8454   54
 3.007100+4 0.000000+0 3.990000-7 2.553600-7 3.007100+4 1.000000+09131 8454   55
 1.950000-6 1.248000-6 3.007200+4 0.000000+0 1.160000-5 7.424000-69131 8454   56
 3.007300+4 0.000000+0 4.347000-5 2.782080-5 3.007400+4 0.000000+09131 8454   57
 1.055000-4 6.752000-5 3.007500+4 0.000000+0 1.775400-4 1.136260-49131 8454   58
 3.007600+4 0.000000+0 1.993800-4 1.276030-4 3.007700+4 0.000000+09131 8454   59
 1.348800-4 8.632320-5 3.007800+4 0.000000+0 6.572000-5 4.206080-59131 8454   60
 3.007900+4 0.000000+0 2.096000-5 1.341440-5 3.008000+4 0.000000+09131 8454   61
 3.790000-6 2.425600-6 3.008100+4 0.000000+0 3.300000-7 2.112000-79131 8454   62
 3.008200+4 0.000000+0 2.070000-8 1.324800-8 3.008300+4 0.000000+09131 8454   63
 5.06000-10 3.23840-10 3.008400+4 0.000000+0 9.08000-12 5.81120-129131 8454   64
 3.008500+4 0.000000+0 1.93495-13 1.23837-13 3.008600+4 0.000000+09131 8454   65
 0.000000+0 0.000000+0 3.106600+4 0.000000+0 0.000000+0 0.000000+09131 8454   66
 3.106700+4 0.000000+0 0.000000+0 0.000000+0 3.106800+4 0.000000+09131 8454   67
 3.44000-13 2.20160-13 3.106900+4 0.000000+0 2.22000-11 1.42080-119131 8454   68
 3.107000+4 0.000000+0 9.09000-10 5.81760-10 3.107100+4 0.000000+09131 8454   69
 2.260000-8 1.446400-8 3.107200+4 1.000000+0 1.685000-7 1.078400-79131 8454   70
 3.107200+4 0.000000+0 1.685000-7 1.078400-7 3.107300+4 0.000000+09131 8454   71
